timestamp_ms,ax,ay,az,label
20120,-119,-75,16353,0
20140,-115,-79,16333,0
20160,3617,-1809,16384,1
20180,-4285,2142,16815,1
20200,4599,-2300,17141,1
20220,-4270,2135,17281,1
20240,3600,-1800,17202,1
20260,-3205,1602,16922,1
20280,3449,-1725,16511,1
20300,-4107,2053,16069,1
20320,4574,-2287,15703,1
20340,-4421,2210,15505,1
20360,3788,-1894,15521,1
20380,-3258,1629,15750,1
20400,3317,-1659,16133,1
20420,-3912,1956,16577,1
20440,4495,-2248,16975,1
20460,-4531,2265,17228,1
20480,0,80,16384,0
20500,39,78,16406,0
20520,74,73,16427,0
20540,100,66,16445,0
20560,116,55,16459,0
20580,119,43,16469,0
20600,109,28,16473,0
20620,86,13,16472,0
20640,54,-2,16465,0
20660,16,-18,16454,0
20680,-22,-33,16437,0
20700,-60,-47,16418,0
20720,-90,-58,16396,0
20740,-111,-68,16375,0
20760,-119,-75,16353,0
20780,-115,-79,16333,0
20800,4285,-2143,16384,1
20820,-4599,2299,16815,1
20840,4270,-2135,17141,1
20860,-3600,1800,17281,1
20880,3205,-1603,17202,1
20900,-3449,1724,16922,1
20920,4107,-2054,16511,1
20940,-4574,2287,16069,1
20960,4421,-2211,15703,1
20980,-3788,1894,15505,1
21000,3258,-1629,15521,1
21020,-3317,1658,15750,1
21040,3912,-1956,16133,1
21060,-4495,2247,16577,1
21080,4531,-2266,16975,1
21100,-3986,1993,17228,1
21120,0,80,16384,0
21140,39,78,16406,0
21160,74,73,16427,0
21180,100,66,16445,0
21200,116,55,16459,0
21220,119,43,16469,0
21240,109,28,16473,0
21260,86,13,16472,0
21280,54,-2,16465,0
21300,16,-18,16454,0
21320,-22,-33,16437,0
21340,-60,-47,16418,0
21360,-90,-58,16396,0
21380,-111,-68,16375,0
21400,-119,-75,16353,0
21420,-115,-79,16333,0
21440,4599,-2300,16384,1
21460,-4270,2135,16815,1
21480,3600,-1800,17141,1
21500,-3205,1602,17281,1
21520,3449,-1725,17202,1
21540,-4107,2053,16922,1
21560,4574,-2287,16511,1
21580,-4421,2210,16069,1
21600,3788,-1894,15703,1
21620,-3258,1629,15505,1
21640,3317,-1659,15521,1
21660,-3912,1956,15750,1
21680,4495,-2248,16133,1
21700,-4531,2265,16577,1
21720,3986,-1993,16975,1
21740,-3362,1681,17228,1
21760,0,80,16384,0
21780,39,78,16406,0
21800,74,73,16427,0
21820,100,66,16445,0
21840,116,55,16459,0
21860,119,43,16469,0
21880,109,28,16473,0
21900,86,13,16472,0
21920,54,-2,16465,0
21940,16,-18,16454,0
21960,-22,-33,16437,0
21980,-60,-47,16418,0
22000,-90,-58,16396,0
22020,-111,-68,16375,0
22040,-119,-75,16353,0
22060,-115,-79,16333,0
22080,4270,-2135,16384,1
22100,-3600,1800,16815,1
22120,3205,-1603,17141,1
22140,-3449,1724,17281,1
22160,4107,-2054,17202,1
22180,-4574,2287,16922,1
22200,4421,-2211,16511,1
22220,-3788,1894,16069,1
22240,3258,-1629,15703,1
22260,-3317,1658,15505,1
22280,3912,-1956,15521,1
22300,-4495,2247,15750,1
22320,4531,-2266,16133,1
22340,-3986,1993,16577,1
22360,3362,-1681,16975,1
22380,-3232,1616,17228,1
22400,0,80,16384,0
22420,39,78,16406,0
22440,74,73,16427,0
22460,100,66,16445,0
22480,116,55,16459,0
22500,119,43,16469,0
22520,109,28,16473,0
22540,86,13,16472,0
22560,54,-2,16465,0
22580,16,-18,16454,0
22600,-22,-33,16437,0
22620,-60,-47,16418,0
22640,-90,-58,16396,0
22660,-111,-68,16375,0
22680,-119,-75,16353,0
22700,-115,-79,16333,0
22720,3600,-1800,16384,1
22740,-3205,1602,16815,1
22760,3449,-1725,17141,1
22780,-4107,2053,17281,1
22800,4574,-2287,17202,1
22820,-4421,2210,16922,1
22840,3788,-1894,16511,1
22860,-3258,1629,16069,1
22880,3317,-1659,15703,1
22900,-3912,1956,15505,1
22920,4495,-2248,15521,1
22940,-4531,2265,15750,1
22960,3986,-1993,16133,1
22980,-3362,1681,16577,1
23000,3232,-1616,16975,1
23020,-3716,1858,17228,1
