x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,label
0,0,0,-31,15,1,-4,2,2,-30,15,3,-1,0,3,-34,17,2,0,0,0,-32,16,-1,-4,2,-2,-29,14,-3,-2,1,-3,-34,17,-2,0,0,0,-32,16,0,-3,1,2,-29,14,3,1
0,0,0,-33,16,-1,1,0,-2,-30,15,-4,-2,1,-5,-28,14,-6,0,0,-6,-32,16,-5,2,-1,-4,-31,15,-2,-2,1,0,-28,14,0,-15,8,-3,-15,8,-3,-15,8,-3,-15,8,-2,1
0,0,0,-25,12,0,1,0,0,-30,15,0,4,-2,1,-28,14,3,0,0,4,-25,12,5,-12,6,2,-12,6,2,-12,6,2,-12,6,2,-12,6,2,-12,6,2,-12,6,3,-12,6,3,1
0,0,0,-33,16,1,-4,2,3,-30,15,4,-17,9,0,-17,9,1,-17,9,1,-17,9,1,-17,9,1,-17,9,1,-17,9,1,-17,8,1,-17,8,1,-17,8,1,-17,8,1,-18,8,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,-7,0,-13,6,1,12,-6,2,-16,7,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-7,0,-12,6,1,12,-6,2,-15,7,3,17,-8,2,-17,8,1,14,-7,0,-13,6,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,14,-6,0,-12,6,1,13,-6,2,-15,8,3,18,-8,3,-17,8,2,15,-7,0,-12,6,-1,13,-6,-2,-14,7,-3,17,-8,-3,-17,9,-2,1
0,0,0,-27,13,1,-1,0,2,-30,15,3,3,-1,3,-31,15,2,0,0,0,-27,13,-1,-1,0,-2,-29,14,-3,2,-1,-3,-32,16,-2,1,0,0,-27,13,0,-1,0,2,-28,14,3,1
0,0,0,-35,17,-1,-2,1,-2,-30,15,-4,-4,2,-5,-32,16,-6,0,0,-6,-35,17,-5,-1,0,-4,-31,15,-2,-5,2,0,-31,15,0,-17,9,-3,-17,9,-3,-17,9,-3,-17,9,-2,1
0,0,0,-27,13,0,4,-2,0,-30,15,0,3,-1,1,-26,13,3,0,0,4,-26,13,5,-12,6,2,-12,6,2,-12,6,2,-12,6,2,-12,6,2,-12,6,2,-12,6,3,-12,6,3,1
0,0,0,-29,14,1,-3,1,3,-30,15,4,-15,8,0,-15,8,1,-15,8,1,-15,8,1,-15,8,1,-15,8,1,-15,8,1,-15,8,1,-15,7,1,-15,7,1,-16,7,1,-16,7,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,-6,0,-13,6,1,15,-8,2,-18,8,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,-6,0,-13,6,1,15,-7,2,-17,8,3,17,-8,2,-15,7,1,12,-6,0,-12,6,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,12,-6,0,-12,6,1,15,-7,2,-17,9,3,17,-8,3,-14,7,2,13,-6,0,-12,6,-1,15,-7,-2,-16,8,-3,18,-8,-3,-15,8,-2,1
0,0,0,-25,12,1,3,-1,2,-30,15,3,4,-2,3,-27,13,2,0,0,0,-25,12,-1,2,-1,-2,-29,14,-3,5,-2,-3,-28,14,-2,0,0,0,-25,12,0,1,0,2,-29,14,3,1
0,0,0,-32,16,-1,-4,2,-2,-30,15,-4,-2,1,-5,-34,17,-6,0,0,-6,-33,16,-5,-4,2,-4,-30,15,-2,-3,1,0,-34,17,0,-17,9,-3,-17,9,-3,-17,9,-3,-17,9,-2,1
0,0,0,-32,16,0,2,-1,0,-30,15,0,-1,0,1,-27,13,3,0,0,4,-31,15,5,-14,7,2,-14,7,2,-14,7,2,-14,7,2,-14,7,2,-14,7,2,-14,7,3,-14,7,3,1
0,0,0,-25,12,1,0,0,3,-30,15,4,-13,7,0,-13,7,1,-13,6,1,-13,6,1,-12,6,1,-12,6,1,-12,6,1,-13,6,1,-13,6,1,-13,6,1,-13,6,1,-13,6,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,-6,0,-16,7,1,17,-9,2,-17,8,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,-6,0,-15,7,1,17,-8,2,-17,8,3,14,-7,2,-13,6,1,12,-6,0,-15,7,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,13,-6,0,-15,8,1,18,-8,2,-17,8,3,15,-7,3,-12,6,2,13,-6,0,-14,7,-1,17,-8,-2,-17,9,-3,16,-7,-3,-13,6,-2,1
0,0,0,-28,14,1,4,-2,2,-30,15,3,2,-1,3,-26,13,2,0,0,0,-28,14,-1,4,-2,-2,-31,15,-3,2,-1,-3,-26,13,-2,0,0,0,-27,13,0,3,-1,2,-31,15,3,1
0,0,0,-28,14,-1,-2,1,-2,-30,15,-4,2,-1,-5,-33,16,-6,0,0,-6,-28,14,-5,-2,1,-4,-29,14,-2,1,0,0,-33,16,0,-15,7,-3,-15,7,-3,-14,7,-3,-14,7,-2,1
0,0,0,-35,17,0,-1,0,0,-30,15,0,-4,2,1,-31,15,3,0,0,4,-35,17,5,-17,8,2,-17,8,2,-17,8,2,-16,8,2,-16,8,2,-16,8,2,-16,8,3,-16,8,3,1
0,0,0,-26,13,1,4,-2,3,-30,15,4,-12,6,0,-12,6,1,-12,6,1,-12,6,1,-12,6,1,-12,6,1,-12,6,1,-12,6,1,-12,6,1,-12,6,1,-12,6,1,-12,6,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,-8,0,-18,8,1,17,-8,2,-15,7,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,-7,0,-17,8,1,17,-8,2,-15,7,3,12,-6,2,-12,6,1,14,-7,0,-17,8,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,15,-7,0,-17,9,1,17,-8,2,-14,7,3,13,-6,3,-12,6,2,15,-7,0,-16,8,-1,18,-8,-2,-15,8,-3,13,-6,-3,-12,6,-2,1
0,0,0,-33,16,1,1,0,2,-30,15,3,-2,1,3,-28,14,2,0,0,0,-32,16,-1,2,-1,-2,-31,15,-3,-2,1,-3,-28,14,-2,-1,0,0,-32,16,0,2,-1,2,-32,16,3,1
0,0,0,-25,12,-1,1,0,-2,-30,15,-4,4,-2,-5,-28,14,-6,0,0,-6,-25,12,-5,1,0,-4,-29,14,-2,5,-2,0,-29,14,0,-12,6,-3,-12,6,-3,-12,6,-3,-12,6,-2,1
0,0,0,-33,16,0,-4,2,0,-30,15,0,-3,1,1,-34,17,3,0,0,4,-34,17,5,-17,9,2,-17,9,2,-17,9,2,-17,9,2,-17,9,2,-17,9,2,-17,9,3,-17,8,3,1
0,0,0,-30,15,1,3,-1,3,-30,15,4,-14,7,0,-13,7,1,-13,7,1,-13,7,1,-13,7,1,-13,7,1,-13,7,1,-13,7,1,-13,7,1,-14,6,1,-14,6,1,-14,6,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,-9,0,-17,8,1,14,-7,2,-13,6,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,-8,0,-17,8,1,14,-7,2,-13,6,3,12,-6,2,-15,7,1,17,-8,0,-18,8,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,18,-8,0,-17,8,1,15,-7,2,-12,6,3,13,-6,3,-14,7,2,17,-8,0,-17,9,-1,16,-7,-2,-13,6,-3,12,-6,-3,-13,7,-2,1
0,0,0,-35,17,1,-2,1,2,-30,15,3,-4,2,3,-32,16,2,0,0,0,-35,17,-1,-1,0,-2,-31,15,-3,-5,2,-3,-31,15,-2,0,0,0,-35,17,0,-1,0,2,-31,15,3,1
0,0,0,-27,13,-1,4,-2,-2,-30,15,-4,3,-1,-5,-26,13,-6,0,0,-6,-26,13,-5,3,-1,-4,-30,15,-2,3,-1,0,-26,13,0,-12,6,-3,-12,6,-3,-12,6,-3,-12,6,-2,1
0,0,0,-29,14,0,-3,1,0,-30,15,0,0,0,1,-33,16,3,0,0,4,-30,15,5,-15,8,2,-15,8,2,-15,8,2,-15,8,2,-15,8,2,-15,8,2,-15,8,3,-15,8,3,1
0,0,0,-34,17,1,0,0,3,-30,15,4,-16,8,0,-16,8,1,-16,8,1,-16,8,1,-16,8,1,-16,8,1,-16,8,1,-16,8,1,-16,8,1,-16,8,1,-16,8,1,-16,8,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,-8,0,-15,7,1,12,-6,2,-13,6,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,-8,0,-15,7,1,12,-6,2,-12,6,3,14,-7,2,-17,8,1,17,-8,0,-16,7,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,17,-8,0,-14,7,1,13,-6,2,-12,6,3,15,-7,3,-16,8,2,18,-8,0,-15,8,-1,13,-6,-2,-12,6,-3,14,-6,-3,-16,8,-2,1
0,0,0,-32,16,1,-4,2,2,-30,15,3,-2,1,3,-34,17,2,0,0,0,-33,16,-1,-4,2,-2,-30,15,-3,-3,1,-3,-34,17,-2,0,0,0,-34,17,0,-3,1,2,-30,15,3,1
0,0,0,-32,16,-1,2,-1,-2,-30,15,-4,-1,0,-5,-27,13,-6,0,0,-6,-31,15,-5,3,-1,-4,-31,15,-2,0,0,0,-27,13,0,-14,7,-3,-14,7,-3,-14,7,-3,-14,7,-2,1
0,0,0,-25,12,0,0,0,0,-30,15,0,4,-2,1,-30,15,3,0,0,4,-25,12,5,-13,7,2,-13,7,2,-13,6,2,-13,6,2,-12,6,2,-12,6,2,-12,6,3,-13,6,3,1
0,0,0,-34,17,1,-3,1,3,-30,15,4,-17,9,0,-17,9,1,-17,9,1,-17,9,1,-17,9,1,-17,9,1,-17,9,1,-17,9,1,-17,8,1,-17,8,1,-18,8,1,-18,8,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-7,0,-13,6,1,12,-6,2,-15,7,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-7,0,-13,6,1,12,-6,2,-15,7,3,17,-8,2,-18,8,1,15,-7,0,-13,6,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,15,-7,0,-12,6,1,13,-6,2,-14,7,3,17,-8,3,-17,9,2,16,-7,0,-13,6,-1,12,-6,-2,-13,7,-3,17,-8,-3,-17,9,-2,1
0,0,0,-28,14,1,-2,1,2,-30,15,3,2,-1,3,-33,16,2,0,0,0,-28,14,-1,-2,1,-2,-29,14,-3,1,0,-3,-33,16,-2,1,0,0,-29,14,0,-2,1,2,-28,14,3,1
0,0,0,-35,17,-1,-1,0,-2,-30,15,-4,-4,2,-5,-31,15,-6,0,0,-6,-35,17,-5,0,0,-4,-31,15,-2,-4,2,0,-30,15,0,-17,8,-3,-17,8,-3,-17,8,-3,-16,8,-2,1
0,0,0,-26,13,0,4,-2,0,-30,15,0,4,-2,1,-26,13,3,0,0,4,-26,13,5,-12,6,2,-12,6,2,-12,6,2,-12,6,2,-12,6,2,-12,6,2,-12,6,3,-12,6,3,1
0,0,0,-30,15,1,-4,2,3,-30,15,4,-16,8,0,-16,8,1,-16,8,1,-16,8,1,-16,8,1,-16,8,1,-16,8,1,-16,8,1,-16,8,1,-16,8,1,-16,8,1,-16,8,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,-6,0,-13,6,1,14,-7,2,-17,8,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,-6,0,-12,6,1,14,-7,2,-17,8,3,17,-8,2,-16,7,1,13,-6,0,-12,6,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,13,-6,0,-12,6,1,15,-7,2,-16,8,3,18,-8,3,-15,8,2,13,-6,0,-12,6,-1,14,-6,-2,-16,8,-3,18,-8,-3,-16,8,-2,1
0,0,0,-25,12,1,1,0,2,-30,15,3,4,-2,3,-28,14,2,0,0,0,-25,12,-1,1,0,-2,-29,14,-3,5,-2,-3,-29,14,-2,1,0,0,-25,12,0,0,0,2,-28,14,3,1
0,0,0,-33,16,-1,-4,2,-2,-30,15,-4,-3,1,-5,-34,17,-6,0,0,-6,-34,17,-5,-3,1,-4,-30,15,-2,-4,2,0,-33,16,0,-17,9,-3,-17,9,-3,-17,9,-3,-17,9,-2,1
0,0,0,-30,15,0,3,-1,0,-30,15,0,0,0,1,-26,13,3,0,0,4,-30,15,5,-14,7,2,-13,7,2,-13,7,2,-13,7,2,-13,7,2,-13,7,2,-13,7,3,-13,7,3,1
0,0,0,-26,13,1,0,0,3,-30,15,4,-14,7,0,-13,7,1,-13,7,1,-13,7,1,-13,7,1,-13,7,1,-13,7,1,-13,7,1,-13,7,1,-14,6,1,-14,6,1,-14,6,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,-6,0,-15,7,1,16,-8,2,-18,8,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,-6,0,-15,7,1,17,-8,2,-18,8,3,15,-7,2,-13,6,1,12,-6,0,-14,7,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,13,-6,0,-14,7,1,17,-8,2,-17,9,3,16,-7,3,-13,6,2,12,-6,0,-13,7,-1,17,-8,-2,-17,9,-3,17,-8,-3,-13,7,-2,1
0,0,0,-27,13,1,4,-2,2,-30,15,3,3,-1,3,-26,13,2,0,0,0,-26,13,-1,3,-1,-2,-30,15,-3,3,-1,-3,-26,13,-2,0,0,0,-26,13,0,3,-1,2,-30,15,3,1
0,0,0,-29,14,-1,-3,1,-2,-30,15,-4,0,0,-5,-33,16,-6,0,0,-6,-30,15,-5,-3,1,-4,-29,14,-2,0,0,0,-33,16,0,-15,8,-3,-15,8,-3,-15,8,-3,-15,8,-2,1
0,0,0,-34,17,0,0,0,0,-30,15,0,-4,2,1,-30,15,3,0,0,4,-34,17,5,-16,8,2,-16,8,2,-16,8,2,-16,8,2,-16,8,2,-16,8,2,-16,8,3,-16,8,3,1
0,0,0,-25,12,1,3,-1,3,-30,15,4,-12,6,0,-12,6,1,-12,6,1,-12,6,1,-12,6,1,-12,6,1,-12,6,1,-12,6,1,-12,6,1,-12,6,1,-12,6,1,-12,6,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-7,0,-17,8,1,17,-9,2,-16,7,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-7,0,-17,8,1,17,-8,2,-16,7,3,13,-6,2,-12,6,1,13,-7,0,-16,8,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,15,-7,0,-16,8,1,18,-8,2,-15,8,3,13,-6,3,-12,6,2,14,-6,0,-16,8,-1,18,-8,-2,-16,8,-3,14,-6,-3,-12,6,-2,1
0,0,0,-32,16,1,2,-1,2,-30,15,3,-1,0,3,-27,13,2,0,0,0,-31,15,-1,3,-1,-2,-31,15,-3,0,0,-3,-27,13,-2,-1,0,0,-30,15,0,2,-1,2,-32,16,3,1
0,0,0,-25,12,-1,0,0,-2,-30,15,-4,4,-2,-5,-30,15,-6,0,0,-6,-25,12,-5,0,0,-4,-29,14,-2,4,-2,0,-30,15,0,-13,7,-3,-13,7,-3,-13,6,-3,-13,6,-2,1
0,0,0,-34,17,0,-3,1,0,-30,15,0,-4,2,1,-34,17,3,0,0,4,-35,17,5,-17,9,2,-17,9,2,-17,9,2,-17,9,2,-17,9,2,-17,9,2,-17,9,3,-17,9,3,1
0,0,0,-29,14,1,4,-2,3,-30,15,4,-13,7,0,-13,7,1,-13,7,1,-13,6,1,-13,6,1,-13,6,1,-13,6,1,-13,6,1,-13,6,1,-13,6,1,-13,6,1,-13,6,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,-8,0,-18,8,1,15,-8,2,-13,6,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,-8,0,-18,8,1,15,-7,2,-13,6,3,12,-6,2,-14,7,1,16,-8,0,-18,8,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,17,-8,0,-17,9,1,16,-7,2,-13,6,3,12,-6,3,-13,7,2,17,-8,0,-17,9,-1,17,-8,-2,-13,7,-3,12,-6,-3,-13,6,-2,1
0,0,0,-35,17,1,-1,0,2,-30,15,3,-4,2,3,-31,15,2,0,0,0,-35,17,-1,0,0,-2,-31,15,-3,-4,2,-3,-30,15,-2,-1,0,0,-35,17,0,0,0,2,-32,16,3,1
0,0,0,-26,13,-1,4,-2,-2,-30,15,-4,4,-2,-5,-26,13,-6,0,0,-6,-26,13,-5,3,-1,-4,-30,15,-2,4,-2,0,-27,13,0,-12,6,-3,-12,6,-3,-12,6,-3,-12,6,-2,1
0,0,0,-30,15,0,-4,2,0,-30,15,0,0,0,1,-34,17,3,0,0,4,-31,15,5,-16,8,2,-16,8,2,-16,8,2,-16,8,2,-16,8,2,-16,8,2,-16,8,3,-16,8,3,1
0,0,0,-33,16,1,1,0,3,-30,15,4,-16,8,0,-15,8,1,-15,8,1,-15,8,1,-15,8,1,-15,8,1,-15,8,1,-15,8,1,-15,8,1,-15,7,1,-16,7,1,-16,7,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,-9,0,-16,7,1,12,-6,2,-12,6,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,-8,0,-16,7,1,13,-6,2,-12,6,3,13,-7,2,-16,8,1,17,-8,0,-16,8,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,18,-8,0,-15,8,1,13,-6,2,-12,6,3,14,-6,3,-16,8,2,18,-8,0,-16,8,-1,14,-6,-2,-12,6,-3,13,-6,-3,-15,8,-2,1
0,0,0,-33,16,1,-4,2,2,-30,15,3,-3,1,3,-34,17,2,0,0,0,-34,17,-1,-3,1,-2,-30,15,-3,-4,2,-3,-33,16,-2,0,0,0,-35,17,0,-3,1,2,-30,15,3,1
0,0,0,-30,15,-1,3,-1,-2,-30,15,-4,0,0,-5,-26,13,-6,0,0,-6,-30,15,-5,3,-1,-4,-31,15,-2,0,0,0,-26,13,0,-14,7,-3,-13,7,-3,-13,7,-3,-13,7,-2,1
0,0,0,-26,13,0,0,0,0,-30,15,0,3,-1,1,-31,15,3,0,0,4,-26,13,5,-14,7,2,-13,7,2,-13,7,2,-13,7,2,-13,7,2,-13,7,2,-13,7,3,-13,7,3,1
0,0,0,-35,17,1,-3,1,3,-30,15,4,-17,9,0,-17,9,1,-17,9,1,-17,9,1,-17,9,1,-17,9,1,-17,9,1,-17,8,1,-17,8,1,-17,8,1,-17,8,1,-18,8,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,-8,0,-13,6,1,12,-6,2,-14,6,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,-7,0,-13,6,1,12,-6,2,-14,7,3,16,-8,2,-18,8,1,16,-8,0,-14,7,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,16,-7,0,-13,6,1,12,-6,2,-13,7,3,17,-8,3,-17,9,2,17,-8,0,-13,7,-1,12,-6,-2,-13,6,-3,16,-7,-3,-17,9,-2,1
0,0,0,-29,14,1,-3,1,2,-30,15,3,0,0,3,-33,16,2,0,0,0,-30,15,-1,-3,1,-2,-29,14,-3,0,0,-3,-33,16,-2,1,0,0,-30,15,0,-3,1,2,-28,14,3,1
0,0,0,-34,17,-1,0,0,-2,-30,15,-4,-4,2,-5,-30,15,-6,0,0,-6,-34,17,-5,0,0,-4,-31,15,-2,-4,2,0,-29,14,0,-16,8,-3,-16,8,-3,-16,8,-3,-16,8,-2,1
0,0,0,-25,12,0,3,-1,0,-30,15,0,4,-2,1,-27,13,3,0,0,4,-25,12,5,-12,6,2,-12,6,2,-12,6,2,-12,6,2,-12,6,2,-12,6,2,-12,6,3,-12,6,3,1
0,0,0,-32,16,1,-4,2,3,-30,15,4,-17,8,0,-17,8,1,-16,8,1,-16,8,1,-16,8,1,-16,8,1,-16,8,1,-16,8,1,-17,8,1,-17,8,1,-17,8,1,-17,8,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,-6,0,-12,6,1,13,-7,2,-17,8,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,-6,0,-12,6,1,13,-7,2,-16,8,3,17,-8,2,-16,8,1,13,-7,0,-12,6,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,13,-6,0,-12,6,1,14,-6,2,-16,8,3,18,-8,3,-16,8,2,14,-6,0,-12,6,-1,13,-6,-2,-15,8,-3,18,-8,-3,-16,8,-2,1
0,0,0,-25,12,1,0,0,2,-30,15,3,4,-2,3,-30,15,2,0,0,0,-25,12,-1,0,0,-2,-29,14,-3,4,-2,-3,-30,15,-2,1,0,0,-26,13,0,0,0,2,-28,14,3,1
0,0,0,-34,17,-1,-3,1,-2,-30,15,-4,-4,2,-5,-34,17,-6,0,0,-6,-35,17,-5,-3,1,-4,-30,15,-2,-5,2,0,-33,16,0,-17,9,-3,-17,9,-3,-17,9,-3,-17,9,-2,1
0,0,0,-29,14,0,4,-2,0,-30,15,0,1,0,1,-26,13,3,0,0,4,-28,14,5,-13,7,2,-13,7,2,-13,7,2,-13,6,2,-13,6,2,-13,6,2,-13,6,3,-13,6,3,1
0,0,0,-27,13,1,-1,0,3,-30,15,4,-14,7,0,-14,7,1,-14,7,1,-14,7,1,-14,7,1,-14,7,1,-14,7,1,-14,7,1,-14,7,1,-14,7,1,-14,7,1,-15,7,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,-6,0,-14,6,1,16,-8,2,-18,8,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,-6,0,-14,7,1,16,-8,2,-18,8,3,16,-8,2,-14,7,1,12,-6,0,-13,6,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,12,-6,0,-13,7,1,17,-8,2,-17,9,3,17,-8,3,-13,7,2,12,-6,0,-13,6,-1,16,-7,-2,-17,9,-3,17,-8,-3,-14,7,-2,1
0,0,0,-26,13,1,4,-2,2,-30,15,3,4,-2,3,-26,13,2,0,0,0,-26,13,-1,3,-1,-2,-30,15,-3,4,-2,-3,-27,13,-2,0,0,0,-25,12,0,2,-1,2,-30,15,3,1
0,0,0,-30,15,-1,-4,2,-2,-30,15,-4,0,0,-5,-34,17,-6,0,0,-6,-31,15,-5,-3,1,-4,-29,14,-2,-1,0,0,-34,17,0,-16,8,-3,-16,8,-3,-16,8,-3,-16,8,-2,1
0,0,0,-33,16,0,1,0,0,-30,15,0,-3,1,1,-29,14,3,0,0,4,-33,16,5,-16,8,2,-15,8,2,-15,8,2,-15,8,2,-15,8,2,-15,8,2,-15,8,3,-15,8,3,1
0,0,0,-25,12,1,2,-1,3,-30,15,4,-12,6,0,-12,6,1,-12,6,1,-12,6,1,-12,6,1,-12,6,1,-12,6,1,-12,6,1,-12,6,1,-12,6,1,-12,6,1,-12,6,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
